Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
QuickSort,Paralela,100000,sorted,2,4,4,3,18,268200,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,2,4,4,4,21,140500,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,2,4,4,5,17,079600,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,3,8,8,1,34,080000,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,3,8,8,2,23,788600,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,3,8,8,3,20,609400,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,3,8,8,4,23,258300,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,sorted,3,8,8,5,18,656400,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Serial,100000,reversed,0,1,1,1,35,853900,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Serial,100000,reversed,0,1,1,2,29,168800,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Serial,100000,reversed,0,1,1,3,27,644300,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Serial,100000,reversed,0,1,1,4,45,080800,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Serial,100000,reversed,0,1,1,5,48,357000,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,1,2,2,1,34,882000,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,1,2,2,2,34,904000,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,1,2,2,3,24,027700,16,Mon Nov 03 16:19:24 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,1,2,2,4,23,260900,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,1,2,2,5,30,053800,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,2,4,4,1,21,845100,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,2,4,4,2,18,209100,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,2,4,4,3,17,562900,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,2,4,4,4,20,996900,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,2,4,4,5,18,210700,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,3,8,8,1,20,931600,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,3,8,8,2,18,482700,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,3,8,8,3,17,840400,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,3,8,8,4,32,468800,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,reversed,3,8,8,5,18,196400,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Serial,100000,duplicates,0,1,1,1,3,015300,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Serial,100000,duplicates,0,1,1,2,3,350000,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Serial,100000,duplicates,0,1,1,3,3,206800,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Serial,100000,duplicates,0,1,1,4,2,992600,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Serial,100000,duplicates,0,1,1,5,3,020900,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,duplicates,1,2,2,1,3,169300,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,duplicates,1,2,2,2,2,359500,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,duplicates,1,2,2,3,2,510400,16,Mon Nov 03 16:19:25 GMT-03:00 2025
QuickSort,Paralela,100000,duplicates,1,2,2,4,2,447000,16,Mon Nov 03 16:19:25 GMT-03:00 2025
