Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
InsertionSort,Serial,10000,duplicates,0,1,1,4,5,041300,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Serial,10000,duplicates,0,1,1,5,5,151100,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,1,2,2,1,2,135500,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,1,2,2,2,2,467800,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,1,2,2,3,2,730600,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,1,2,2,4,1,990600,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,1,2,2,5,2,183900,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,2,4,4,1,1,475300,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,2,4,4,2,1,028300,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,2,4,4,3,1,310500,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,2,4,4,4,1,568200,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,2,4,4,5,1,195900,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,3,8,8,1,1,442200,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,3,8,8,2,1,137200,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,3,8,8,3,1,221100,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,3,8,8,4,1,181700,16,Mon Nov 03 16:39:08 GMT-03:00 2025
InsertionSort,Paralela,10000,duplicates,3,8,8,5,1,019000,16,Mon Nov 03 16:39:08 GMT-03:00 2025
