Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
MergeSort,Paralela,50000,duplicates,1,2,2,2,4,414600,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,1,2,2,3,4,193100,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,1,2,2,4,4,657800,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,1,2,2,5,4,644000,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,2,4,4,1,6,690700,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,2,4,4,2,3,506700,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,2,4,4,3,3,921200,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,2,4,4,4,3,604000,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,2,4,4,5,3,063000,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,3,8,8,1,3,454700,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,3,8,8,2,3,742700,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,3,8,8,3,3,682300,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,3,8,8,4,3,597600,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Paralela,50000,duplicates,3,8,8,5,4,912600,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Serial,100000,random,0,1,1,1,15,641500,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Serial,100000,random,0,1,1,2,23,607900,16,Mon Nov 03 16:37:49 GMT-03:00 2025
MergeSort,Serial,100000,random,0,1,1,3,20,621500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,random,0,1,1,4,19,467700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,random,0,1,1,5,20,123600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,1,2,2,1,12,659600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,1,2,2,2,8,913900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,1,2,2,3,9,036400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,1,2,2,4,8,837300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,1,2,2,5,8,660100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,2,4,4,1,9,154000,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,2,4,4,2,6,194100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,2,4,4,3,6,714700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,2,4,4,4,6,184300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,2,4,4,5,6,428700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,3,8,8,1,6,433600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,3,8,8,2,5,776300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,3,8,8,3,6,775200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,3,8,8,4,8,624600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,random,3,8,8,5,6,364200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,sorted,0,1,1,1,8,040500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,sorted,0,1,1,2,8,595200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,sorted,0,1,1,3,7,408100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,sorted,0,1,1,4,7,423000,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,sorted,0,1,1,5,7,276800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,1,2,2,1,4,767300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,1,2,2,2,5,397900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,1,2,2,3,9,439800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,1,2,2,4,5,639200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,1,2,2,5,4,461400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,2,4,4,1,4,982500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,2,4,4,2,5,120100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,2,4,4,3,4,867900,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,2,4,4,4,5,029500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,2,4,4,5,5,347800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,3,8,8,1,5,027300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,3,8,8,2,6,885200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,3,8,8,3,5,730100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,3,8,8,4,4,997600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,sorted,3,8,8,5,4,530400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,reversed,0,1,1,1,8,143400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,reversed,0,1,1,2,11,209200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,reversed,0,1,1,3,11,355800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,reversed,0,1,1,4,11,853400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,reversed,0,1,1,5,8,723100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,1,2,2,1,6,682800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,1,2,2,2,6,227600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,1,2,2,3,4,817800,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,1,2,2,4,7,385100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,1,2,2,5,6,719700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,2,4,4,1,4,943700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,2,4,4,2,4,258100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,2,4,4,3,4,153500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,2,4,4,4,4,897200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,2,4,4,5,5,508500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,3,8,8,1,5,345600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,3,8,8,2,4,922400,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,3,8,8,3,5,357300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,3,8,8,4,6,207100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,reversed,3,8,8,5,5,032500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,duplicates,0,1,1,1,12,128600,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,duplicates,0,1,1,2,10,470000,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,duplicates,0,1,1,3,11,111100,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,duplicates,0,1,1,4,10,848200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Serial,100000,duplicates,0,1,1,5,10,046200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,1,2,2,1,6,497300,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,1,2,2,2,5,831200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,1,2,2,3,6,276500,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,1,2,2,4,6,786700,16,Mon Nov 03 16:37:50 GMT-03:00 2025
MergeSort,Paralela,100000,duplicates,1,2,2,5,6,387200,16,Mon Nov 03 16:37:50 GMT-03:00 2025
