Algoritmo,Modo,Tamanho,Tipo_de_Dados,Profundidade,Num_Threads_Estimado,Num_Threads_Utilizadas,Amostra,Tempo_ms,Cpu_Count,Timestamp
BubbleSort,Paralela,1000,reversed,3,8,8,5,9.2881,16,2025-10-26 14:20:48
BubbleSort,Serial,1000,duplicates,0,1,1,1,36.4271,16,2025-10-26 14:20:48
BubbleSort,Serial,1000,duplicates,0,1,1,2,35.8746,16,2025-10-26 14:20:48
BubbleSort,Serial,1000,duplicates,0,1,1,3,35.4843,16,2025-10-26 14:20:48
BubbleSort,Serial,1000,duplicates,0,1,1,4,34.2595,16,2025-10-26 14:20:49
BubbleSort,Serial,1000,duplicates,0,1,1,5,36.099,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,1,2,2,1,18.4909,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,1,2,2,2,19.7075,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,1,2,2,3,18.2814,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,1,2,2,4,19.4028,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,1,2,2,5,21.3425,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,2,4,4,1,13.561,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,2,4,4,2,13.7619,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,2,4,4,3,11.3455,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,2,4,4,4,11.45,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,2,4,4,5,12.022,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,3,8,8,1,6.7808,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,3,8,8,2,7.8068,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,3,8,8,3,6.6487,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,3,8,8,4,6.587,16,2025-10-26 14:20:49
BubbleSort,Paralela,1000,duplicates,3,8,8,5,6.9315,16,2025-10-26 14:20:49
BubbleSort,Serial,5000,random,0,1,1,1,1045.6459,16,2025-10-26 14:20:50
BubbleSort,Serial,5000,random,0,1,1,2,1032.2982,16,2025-10-26 14:20:51
BubbleSort,Serial,5000,random,0,1,1,3,1063.7904,16,2025-10-26 14:20:52
BubbleSort,Serial,5000,random,0,1,1,4,1016.5166,16,2025-10-26 14:20:53
BubbleSort,Serial,5000,random,0,1,1,5,1007.8613,16,2025-10-26 14:20:54
BubbleSort,Paralela,5000,random,1,2,2,1,510.2532,16,2025-10-26 14:20:54
BubbleSort,Paralela,5000,random,1,2,2,2,499.329,16,2025-10-26 14:20:55
BubbleSort,Paralela,5000,random,1,2,2,3,509.3458,16,2025-10-26 14:20:55
BubbleSort,Paralela,5000,random,1,2,2,4,530.5006,16,2025-10-26 14:20:56
BubbleSort,Paralela,5000,random,1,2,2,5,509.6736,16,2025-10-26 14:20:56
BubbleSort,Paralela,5000,random,2,4,4,1,243.3573,16,2025-10-26 14:20:57
BubbleSort,Paralela,5000,random,2,4,4,2,248.5742,16,2025-10-26 14:20:57
BubbleSort,Paralela,5000,random,2,4,4,3,248.9576,16,2025-10-26 14:20:57
BubbleSort,Paralela,5000,random,2,4,4,4,247.6029,16,2025-10-26 14:20:57
BubbleSort,Paralela,5000,random,2,4,4,5,246.6971,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,random,3,8,8,1,120.3741,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,random,3,8,8,2,120.1687,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,random,3,8,8,3,118.1678,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,random,3,8,8,4,118.9216,16,2025-10-26 14:20:58
BubbleSort,Paralela,5000,random,3,8,8,5,116.6888,16,2025-10-26 14:20:58
